,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
355,CHEMBL4461712,,0,433.9,0,4.36,9l,C=C1C(=O)OCC1C(O)c1cn(Cc2nc(C)c3ccccc3n2)c2ccc(Cl)cc12,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL4396034,Inhibition of recombinant LSD1 (unknown origin) (catalytic domain 157 to 852 residues) expressed in Escherichia coli BL21 using H3K4me1 as substrate incubated for 1 hr by horse-radish peroxidase/amplex red-based fluorescence method,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4393711,1,Scientific Literature,Eur J Med Chem,2019.0,None,
356,CHEMBL4240336,,0,419.26,0,2.69,12a,O=C1NC(=S)N(c2ccc(Br)cc2)C(=O)C1=Cc1ccc(O)c(O)c1,Inhibition,,,,,,Active,,,,,,False,CHEMBL4236620,Inhibition of LSD1 in HEK293 cells assessed as increase in H3K4me2 levels at 2.5 uM after 24 hrs by Western blot method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4229552,1,Scientific Literature,Bioorg Med Chem,2018.0,None,
357,CHEMBL4096854,,0,2243.63,None,None,4,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCNC(=O)CO)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O,Ki,'=',9800.0,nM,5.01,,,UO_0000065,2.23,None,None,None,False,CHEMBL4017608,Inhibition of human LSD1 (172 to 833 residues) assessed as reduction in H2O2 production using H3K4me2 (1 to 20 residues) peptide as substrate preincubated for 10 mins followed by substrate addition measured after 30 mins by peroxidase coupled enzyme assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017445,1,Scientific Literature,Bioorg Med Chem,2017.0,None,
358,CHEMBL4080345,,0,2243.63,None,None,5,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCNC(=O)CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O,Ki,'=',1400.0,nM,5.85,,,UO_0000065,2.61,None,None,None,False,CHEMBL4017608,Inhibition of human LSD1 (172 to 833 residues) assessed as reduction in H2O2 production using H3K4me2 (1 to 20 residues) peptide as substrate preincubated for 10 mins followed by substrate addition measured after 30 mins by peroxidase coupled enzyme assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017445,1,Scientific Literature,Bioorg Med Chem,2017.0,None,
359,CHEMBL4063384,,0,481.58,0,1.61,21b,CC(=O)N1CCc2cc(S(=O)(=O)N(CC(=O)N3CCC(N)CC3)c3ccc(C#N)cc3)ccc21,IC50,'=',4400.0,nM,5.36,,,UO_0000065,11.12,0.22,3.75,4.19,False,CHEMBL4019803,Inhibition of N-terminal truncated human LSD1 (151 to 852 residues) expressed in Escherichia coli after 30 mins using histone H3(1-21)K4(Me1) biotin peptide as substrate by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
360,CHEMBL4072238,,0,349.18,0,3.13,4m,N/C(=N\O)c1ccc(/C=C/c2cc(O)c(O)cc2Br)cc1,Inhibition,,,,,,Dose-dependent effect,,,,,,False,CHEMBL4002893,Inhibition of LSD1 in human MGC803 cells assessed as accumulation of H3K4me2 after 5 days by DAPI staining based immunofluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4002561,1,Scientific Literature,Eur J Med Chem,2017.0,None,
361,CHEMBL3781751,,0,230.35,0,2.40,55; ORY1001,N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1,FC,'=',11.1,,,,,,,,,,False,CHEMBL4008800,Inhibition of KDM1A in human THP1 cells assessed as increase in CD11b mRNA expression level at 0.5 uM after 24 hrs by qRT-PCR analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4007416,1,Scientific Literature,J Med Chem,2017.0,None,
362,CHEMBL4083038,,0,461.59,1,5.20,90,Cn1c(C(=O)Nc2cccc(COc3ccc(OC4CCNCC4)cc3)c2)cc2sccc21,FC,'=',4.61,,,,,,,,,,False,CHEMBL4008780,Inhibition of KDM1A in human THP1 cells assessed as increase in CD11b mRNA expression level at 1 uM after 24 hrs by qRT-PCR analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4007415,1,Scientific Literature,J Med Chem,2017.0,None,
363,CHEMBL4456364,,0,459.62,0,4.53,C17,Cc1ccc(CSc2nc3nc(C)cc(Nc4ccc(N5CCN(C)CC5)cc4)n3n2)cc1,IC50,'=',25780.0,nM,4.59,,,UO_0000065,9.98,0.19,0.06,7.45,False,CHEMBL4390982,Inhibition of recombinant LSD1 (unknown origin) expressed in Escherichia coli BL21(DE) using H3K4me2 substrate by amplex red and horseradish peroxidase based fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4390644,1,Scientific Literature,Eur J Med Chem,2019.0,None,
364,CHEMBL3415531,,0,360.42,0,4.62,32,C#CCSc1nc(Nc2ccc(F)cc2)c(C#N)c(-c2ccccc2)n1,IC50,'=',125000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL4036634,Inhibition of LSD1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4033745,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
365,CHEMBL4079604,,0,412.52,0,2.01,16f,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCC[C@H](N)C2)c2ccc(C#N)cc2)cc1,Inhibition,'>',70.0,%,,,,UO_0000187,,,,,False,CHEMBL4019805,Inhibition of N-terminal truncated human LSD1 (151 to 852 residues) expressed in Escherichia coli at 30 uM after 30 mins using histone H3(1-21)K4(Me1) biotin peptide as substrate by TR-FRET assay relative to control,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
366,CHEMBL4092725,,0,369.43,0,1.07,11g,CC(O)COc1cc(C(=O)N2CCC[C@@H](N)C2)nn1-c1ccc(C#N)cc1,IC50,'=',1600.0,nM,5.8,,,UO_0000065,15.69,0.29,4.73,4.94,False,CHEMBL4022410,Inhibition of human recombinant N-terminal truncated LSD1 (151 to 852 residues) expressed in Escherichia coli using Histone H3(1 to 21)K4(Me1) biotin peptide as substrate incubated for 30 mins by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020789,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
367,CHEMBL3735264,,0,410.91,0,3.19,11c,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2cccn2CC(=O)Nc2ccccc2)cc1,FC,'<=',6.0,,,,,,,,,,False,CHEMBL3737235,Inhibition of LSD1 in human NB4 cells assessed as induction of GFI-1b mRNA expression at IC50 after 24 hrs by quantitative RT-PCR analysis relative to vehicle-treated control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3734732,1,Scientific Literature,MedChemComm,2015.0,CHEMBL3308423,
368,CHEMBL2181959,,0,209.21,0,0.47,27,N/C(CC(=O)Nc1ccccc1O)=N\O,Inhibition,'=',39.0,%,,,,UO_0000187,,,,,False,CHEMBL3226855,Inhibition of LSD1 (unknown origin) at 10 uM relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3217735,1,Scientific Literature,MedChemComm,2012.0,None,
369,CHEMBL3651569,,0,204.27,0,1.01,BDBM101254,CC(N[C@H]1C[C@@H]1c1ccccc1)C(N)=O,Ki,'=',6390.0,nM,5.19,,218616,UO_0000065,25.43,0.47,4.18,9.42,False,CHEMBL3707803,Biological Assay: Biological assay using monoamine oxidase or LSD1.,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3639147,37,BindingDB Database,,2013.0,None,
370,CHEMBL4072551,,0,438.55,0,2.27,16b,Cc1ccc(S(=O)(=O)N(CC(=O)N[C@H]2CN3CCC2CC3)c2ccc(C#N)cc2)cc1,Inhibition,'>',70.0,%,,,,UO_0000187,,,,,False,CHEMBL4019805,Inhibition of N-terminal truncated human LSD1 (151 to 852 residues) expressed in Escherichia coli at 30 uM after 30 mins using histone H3(1-21)K4(Me1) biotin peptide as substrate by TR-FRET assay relative to control,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
371,CHEMBL3104341,,0,262.36,0,3.63,J,C1=Nc2ccccc2C1CN[C@@H]1C[C@H]1c1ccccc1,IC50,'=',18000.0,nM,4.75,,,UO_0000065,18.08,0.32,1.11,19.45,False,CHEMBL3108411,Inhibition of human recombinant LSD1 using dimethylated H3K4 peptide as substrate after 1 hr,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3102716,1,Scientific Literature,J. Med. Chem.,2013.0,None,
372,CHEMBL3989843,TRANYLCYPROMINE,4,266.39,None,None,PCPA,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,IC50,'=',31000.0,nM,4.51,,,UO_0000065,16.92,None,None,None,False,CHEMBL3766873,Inhibition of human LSD1 using H3K4 peptide as substrate by peroxidase-coupled assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763075,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016.0,None,
373,CHEMBL3415358,,0,376.42,0,2.18,6h,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(F)c(F)c2)n1,IC50,'=',1660.0,nM,5.78,,,UO_0000065,15.35,0.32,3.60,5.80,True,CHEMBL3420662,Inhibition of recombinant LSD1 (157 to 852) (unknown origin) transfected in Escherichia coli BL21(DE) by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414475,1,Scientific Literature,J. Med. Chem.,2015.0,None,
374,CHEMBL3415355,,0,358.43,0,2.04,6e,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(F)cc2)n1,IC50,'=',1820.0,nM,5.74,,,UO_0000065,16.01,0.33,3.70,5.76,True,CHEMBL3420662,Inhibition of recombinant LSD1 (157 to 852) (unknown origin) transfected in Escherichia coli BL21(DE) by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414475,1,Scientific Literature,J. Med. Chem.,2015.0,None,
375,CHEMBL3134340,,0,380.88,0,4.27,16j,COc1ccc(S(=O)(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,IC50,'=',76050.0,nM,4.12,,,UO_0000065,10.81,0.23,-0.15,6.03,False,CHEMBL3135142,Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate after 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
376,CHEMBL3134376,,0,437.91,0,2.22,24,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccc(Cl)cc1O,IC50,'>',20000.0,nM,,,,UO_0000065,,,,,False,CHEMBL3135135,Inhibition of LSD1 in human THP1 cells assessed as CD86 level after 24 hrs by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,CHEMBL3307574,
377,CHEMBL4544926,,0,515.98,1,3.94,7r,COc1ccc(OC)c(NS(=O)(=O)c2ccc(C(=O)N/N=C3\CCc4c(Cl)ccc(O)c43)cc2)c1,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL4432425,Inhibition of LSD1 (unknown origin) at 10 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431347,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
378,CHEMBL4455265,,0,354.36,0,3.03,D23,Cc1cc(NN)n2nc(SCc3ccc(C(F)(F)F)cc3)nc2n1,IC50,'=',2320.0,nM,5.63,,,UO_0000065,15.9,0.32,2.60,6.95,False,CHEMBL4401328,Inhibition of recombinant LSD1 (unknown origin) using H3K4me2 as substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4400535,1,Scientific Literature,Eur J Med Chem,2019.0,None,
379,CHEMBL4549417,,0,250.33,0,1.22,D12,Cc1cc(NN)n2nc(SCC3CC3)nc2n1,IC50,'=',18960.0,nM,4.72,,,UO_0000065,18.86,0.38,3.50,5.82,False,CHEMBL4401328,Inhibition of recombinant LSD1 (unknown origin) using H3K4me2 as substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4400535,1,Scientific Literature,Eur J Med Chem,2019.0,None,
380,CHEMBL4461950,,0,379.42,0,1.94,6a,O=C(N/N=C1\CCc2cccc(O)c21)c1cccc(C(=O)N2CCOCC2)c1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL4432426,Inhibition of LSD1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431347,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
381,CHEMBL4590299,,0,365.43,0,2.95,6g,CCN(CC)C(=O)c1cccc(C(=O)N/N=C2\CCc3cccc(O)c32)c1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL4432426,Inhibition of LSD1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431347,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
382,CHEMBL3134326,,0,263.28,0,3.00,12p,CC(=O)c1csc(Nc2ccc([N+](=O)[O-])cc2)n1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL3135142,Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate after 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
383,CHEMBL4072551,,0,438.55,0,2.27,16b,Cc1ccc(S(=O)(=O)N(CC(=O)N[C@H]2CN3CCC2CC3)c2ccc(C#N)cc2)cc1,IC50,'=',11900.0,nM,4.92,,,UO_0000065,11.23,0.22,2.65,5.27,False,CHEMBL4019803,Inhibition of N-terminal truncated human LSD1 (151 to 852 residues) expressed in Escherichia coli after 30 mins using histone H3(1-21)K4(Me1) biotin peptide as substrate by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
384,CHEMBL4072541,,0,505.64,2,5.21,46,COCc1cccc(NC(=O)c2cc3sccc3n2C)c1COc1ccc(OC[C@@H]2CCNC2)cc1,Inhibition,,,,,,Active,,,,,,False,CHEMBL4008804,Inhibition of KDM1A in human THP1 cells assessed as increase in CD11b expression level at 0.5 uM after 48 hrs by flow cytometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4007416,1,Scientific Literature,J Med Chem,2017.0,None,
385,CHEMBL2426135,,0,283.37,0,2.85,7d,OC(CNC1CC1)COc1ccccc1-c1ccccc1,Inhibition,'=',39.0,%,,,,UO_0000187,,,,,False,CHEMBL2428094,Inhibition of LSD1 (unknown origin) expressed in Sf9 cells using H3K4(me2) as substrate at 100 uM preincubated for 30 mins prior to substrate addition measured after 90 mins by horseradish peroxidase assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2424529,1,Scientific Literature,J. Med. Chem.,2013.0,CHEMBL3308860,
386,CHEMBL1179,,0,133.19,0,1.50,"2-PCPA, parnate",N[C@@H]1C[C@H]1c1ccccc1,Ratio,'=',55.0,/M/s,,,,,,,,,False,CHEMBL926833,Ratio of Kinact to KI of human LSD1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1144791,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,None,
387,CHEMBL402866,,0,201.19,0,2.52,9,N[C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1,Kinact,'=',352.0,uM,,,,UO_0000064,,,,,False,CHEMBL926831,Inhibition of human LSD1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1144791,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,None,
388,CHEMBL255520,,0,212.09,0,2.26,10,N[C@@H]1C[C@H]1c1ccc(Br)cc1,Ratio,'=',184.0,/M/s,,,,,,,,,False,CHEMBL926833,Ratio of Kinact to KI of human LSD1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1144791,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,None,
389,CHEMBL4461182,,0,288.35,0,4.21,4f,Nc1cccc(/C=C/c2ccc(O)c(-c3ccccn3)c2)c1,IC50,'=',301.0,nM,6.52,,,UO_0000065,22.62,0.40,2.31,11.03,False,CHEMBL4310660,Inhibition of full length LSD1 (unknown origin) expressed in Escherichia coli BL21 (DE) using H3K4me2 peptide as substrate after 30 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4308871,1,Scientific Literature,Bioorg Med Chem,2018.0,None,
390,CHEMBL4476139,,0,397.91,0,3.59,WB06,Cl.N#Cc1ccc(/C=C/C(=O)Nc2cccc(OCC3CCNCC3)c2)cc1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,False,CHEMBL4315249,Inhibition of human recombinant LSD1 using fluorogenic ADHP as substrate preincubated for 30 mins followed by substrate addition measured after 10 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4311998,1,Scientific Literature,Bioorg Med Chem Lett,2019.0,None,
391,CHEMBL4240782,,0,345.36,0,3.14,5a,Cc1ccc(N2C(=O)NC(=O)C(=Cc3cc4ccccc4[nH]3)C2=O)cc1,IC50,'=',1100.0,nM,5.96,,,UO_0000065,17.25,0.31,2.82,7.24,False,CHEMBL4236606,Inhibition of N-terminal truncated recombinant human LSD1 (151 to 852 residues) expressed in Escherichia coli using histone H3 (1 to 21 residues) K4me2 peptide as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by peroxidase-coupled assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4229552,1,Scientific Literature,Bioorg Med Chem,2018.0,None,
392,CHEMBL4282608,,0,292.21,0,4.64,7x,Clc1cc(Cl)cc(CN[C@H]2C[C@@H]2c2ccccc2)c1,IC50,'=',122.0,nM,6.91,,,UO_0000065,23.66,0.50,2.27,57.47,False,CHEMBL4253672,Inhibition of GST-tagged LSD1 (2 to 852 residues) (unknown origin) expressed in baculovirus infected sf9 cells preincubated for 15 mins followed by H3K4me2 substrate addition measured after 60 mins by amplex red reagent based HRP enzyme coupled fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4251603,1,Scientific Literature,Eur J Med Chem,2018.0,None,
393,CHEMBL3415362,,0,358.81,0,2.39,21,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(Cl)cc2)n1,IC50,'=',2640.0,nM,5.58,,,UO_0000065,15.55,0.32,3.19,4.78,False,CHEMBL4036634,Inhibition of LSD1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4033745,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
394,CHEMBL2426063,,0,305.37,0,1.10,5p,C#CCN(C)CC(O)COc1ccc(CCC(=O)OC)cc1,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL2428094,Inhibition of LSD1 (unknown origin) expressed in Sf9 cells using H3K4(me2) as substrate at 100 uM preincubated for 30 mins prior to substrate addition measured after 90 mins by horseradish peroxidase assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2424529,1,Scientific Literature,J. Med. Chem.,2013.0,CHEMBL3308860,
395,CHEMBL4068129,,0,376.5,0,3.07,30a,Cc1ccc(CN(CC(=O)N2CCC(CN)CC2)c2ccc(C#N)cc2)cc1,Kd,'=',110.0,nM,6.96,,,UO_0000065,18.48,0.34,3.89,9.49,False,CHEMBL4019804,Binding affinity to LSD1 (unknown origin) by SPR analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
396,CHEMBL4087810,,0,362.48,0,2.82,29a,Cc1ccc(CN(CC(=O)N2CCC(N)CC2)c2ccc(C#N)cc2)cc1,Kd,'=',430.0,nM,6.37,,,UO_0000065,17.56,0.32,3.55,8.68,False,CHEMBL4019804,Binding affinity to LSD1 (unknown origin) by SPR analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
397,CHEMBL4078362,,0,398.49,0,1.62,16j,Cc1ccc(S(=O)(=O)N(CC(=O)N2CC[C@@H](N)C2)c2ccc(C#N)cc2)cc1,Kd,'=',3200.0,nM,5.5,,,UO_0000065,13.79,0.27,3.87,5.11,False,CHEMBL4019804,Binding affinity to LSD1 (unknown origin) by SPR analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
